Address,Price,Bedrooms,Bathrooms,Property_type,Floor_area,Date,County,zip_code
"Coolcreeve, Drumsna,  Leitrim, N41Y803",650000,3,2,Detached,84 m²,2023-12-22, Leitrim,N41Y803
"191 Cuan Mhuire, Belvedere Hills, Mullingar,  Westmeath, N91Y361",355000,2,2,Apartment,72 m²,2023-12-22, Westmeath,N91Y361
"4 Ballentree Square, Tyrrelstown, Dublin 15, D15PX65",750000,3,1,Apartment,88 m²,2023-12-22,Dublin,D15PX65
"5 Saint Endas Avenue, Tuam,  Galway, H54Y209",195000,5,2,Semi-D,144 m²,2023-12-22, Galway,H54Y209
"Fearmore, Birmingham, Tuam,  Galway",50000,4,3,Site,1 ac,2023-12-22, Galway, Galway
"Ballintleva, Belclare,  Galway",50000,4,4,Site,1 ac,2023-12-22, Galway, Galway
"Kilclooney, Milltown,  Galway",45000,4,3,Site,0.5 ac,2023-12-22, Galway, Galway
"139 Carrigweir, Weir Road, Tuam,  Galway, H54FP57",325000,4,3,Detached,152 m²,2023-12-22, Galway,H54FP57
"Ardskea More, Cummer, Corofin,  Galway, H54AE76",450000,2,2,Detached,117 m²,2023-12-22, Galway,H54AE76
"116 Lissadyra, Ballygaddy Road, Tuam,  Galway, H54XF67",220000,2,1,Semi-D,158 m²,2023-12-22, Galway,H54XF67
"13 The Green, Whitechurch,  Cork, T34NP99",549000,2,1,Detached,74 m²,2023-12-22, Cork,T34NP99
"145 Allendale Square, Clonsilla, Dublin 15, D15V267",285000,3,2,Apartment,75 m²,2023-12-22,Dublin,D15V267
"3 Eastwood, Finglas South, Finglas, Dublin 11, D11WV7W",245000,2,2,Terrace,181 m²,2023-12-22,Dublin,D11WV7W
"28A Eyre Street, Newbridge,  Kildare, W12KW83",185000,6,7,Townhouse,75 m²,2023-12-22, Kildare,W12KW83
"1 Cullinean Manor, Redcastle,  Donegal, F93KR89",249000,2,1,Detached,282 m²,2023-12-22, Donegal,F93KR89
"Apartment 4, Bloomfield Park, Donnybrook, Dublin 4, D04E3H9",545000,2,2,Apartment,69 m²,2023-12-22,Dublin,D04E3H9
"Cabaun, Keel, Achill,  Mayo, F28H761",399000,3,1,Detached,70 m²,2023-12-22, Mayo,F28H761
"94 Allendale Square, Clonsilla, Dublin 15, D15PY76",279000,3,1,Apartment,75 m²,2023-12-22,Dublin,D15PY76
"70 Belmayne Park South, Balgriffin, Balgriffin, Dublin 13, D13VW10",295000,4,2,Apartment,133 m²,2023-12-22,Dublin,D13VW10
"7 Thorndale Estate, Dublin Hill, Dublin Hill, T23Y6Y5",250000,4,2,Semi-D,167 m²,2023-12-22,Dublin,T23Y6Y5
"Tullaghaun, Ballyhaunis,  Mayo, F35VY90",170000,2,1,Detached,85 m²,2023-12-22, Mayo,F35VY90
"Clonsilla, Gorey,  Wexford, Y25X890",495000,3,4,Detached,108 m²,2023-12-22, Wexford,Y25X890
"69 Belmont Place, Cobh,  Cork, P24HE40",250000,3,1,Terrace,82 m²,2023-12-22, Cork,P24HE40
"Loreto, 7 Millgate Drive, Manor Estate, Terenure, Dublin 12, D12FH96",550000,3,1,Semi-D,92 m²,2023-12-22,Dublin,D12FH96
"1 Rafter's Court, Rafters Road, Dublin 12, D12WK22",450000,2,2,End of Terrace,141 m²,2023-12-22,Dublin,D12WK22
"Saint Ann's, Knockroe, Castlerea,  Roscommon, F45HR27",150000,3,2,Bungalow,8 ac,2023-12-22, Roscommon,F45HR27
"15 Benson Crescent, Donabate,  Dublin, K36H985",335000,2,2,Terrace,186 m²,2023-12-22, Dublin,K36H985
"Keelogue Killeshin, Carlow, Killeshin,  Laois, R93X2H1",385000,4,3,Detached,165 m²,2023-12-22, Laois,R93X2H1
"Brickeen, Castlebaldwin,  Sligo",95000,5,4,Site,150 m²,2023-12-22, Sligo, Sligo
"11 Grace Park View, Grace Park Wood, Drumcondra, Dublin 9, D09FX0K",1050000,5,3,Terrace,93 m²,2023-12-22,Dublin,D09FX0K
"244 Palace Fields, Tuam,  Galway, H54E030",350000,3,3,Detached,168 m²,2023-12-22, Galway,H54E030
"60 Ticknock Park, Ticknock Hill, D18 RD78, Sandyford, Dublin 18",450000,2,2,Duplex,103 m²,2023-12-22,Dublin,Dublin 18
"61 Richmond Road, Drumcondra Dublin 3 D03 RF22, Drumcondra, Dublin 3",575000,2,2,Terrace,110 m²,2023-12-22,Dublin,Dublin 3
"126 Botanic Road D09R8X9, Glasnevin, Dublin 9",550000,3,3,Terrace,78 m²,2023-12-22,Dublin,Dublin 9
"85A Howth Road, Clontarf, Clontarf, Dublin 3, D03E7K7",625000,2,2,Terrace,112 m²,2023-12-22,Dublin,D03E7K7
"Lisnalanniv, Mitchelstown,  Cork",575000,4,3,Detached,326 m²,2023-12-22, Cork, Cork
"7 Gort Na Mona Drive, Foxrock, Dublin 18, D18K4C8",745000,5,3,Semi-D,145 m²,2023-12-22,Dublin,D18K4C8
"5 Virginia Hall, Tallaght, Dublin 24, D24FPF7",270000,2,2,Apartment,72 m²,2023-12-22,Dublin,D24FPF7
"7 Mayeston Drive, Saint Margaret's Road, Finglas, Dublin 11, D11XV90",335000,3,3,Terrace,98 m²,2023-12-22,Dublin,D11XV90
"52 Parkview Verdemont, Blanchardstown, Dublin 15, D15CK73",279000,2,2,Apartment,84 m²,2023-12-22,Dublin,D15CK73
"Weston House, Limerick City,  Limerick, V94RD3H",699000,4,2,End of Terrace,188 m²,2023-12-22, Limerick,V94RD3H
"The Rock, Ballygologue Road, Listowel,  Kerry, V31X052",225000,4,1,Semi-D,98 m²,2023-12-22, Kerry,V31X052
"417 North Circular Road, Phibsborough, Dublin 7, D07AH30",460000,4,1,Terrace,112 m²,2023-12-22,Dublin,D07AH30
"Stranaglogh, Glenties,  Donegal, F94T2W2",198000,4,1,Bungalow,106 m²,2023-12-22, Donegal,F94T2W2
"Solegna House, Hillhead, Castlefin,  Donegal, F93XAY9",297000,4,4,Detached,42 m²,2023-12-22, Donegal,F93XAY9
"6 Brooklodge Square, Glanmire,  Cork, T45V257",190000,4,2,Terrace,70 m²,2023-12-22, Cork,T45V257
"Apartment 70, Sandyford View, Sandyford, Dublin 18, D18Y230",270000,1,1,Apartment,102 m²,2023-12-22,Dublin,D18Y230
"20 Loreto Avenue, Rathfarnham, Dublin 14",425000,2,1,End of Terrace,181 m²,2023-12-22,Dublin,Dublin 14
"12 Maple Glen, Castleknock, Dublin 15, D15EFK6",435000,3,1,Semi-D,105 m²,2023-12-22,Dublin,D15EFK6
"Springfield, Castlebar,  Mayo, F23R611",350000,3,2,Detached,137 m²,2023-12-22, Mayo,F23R611
"17A Redmond Cove, Redmond Road, Wexford Town,  Wexford, Y35F297",249000,2,2,Apartment,79 m²,2023-12-22, Wexford,Y35F297
"214 Túr Uisce, Doughiska, Doughiska,  Galway, H91A300",200000,2,1,Apartment,60 m²,2023-12-22, Galway,H91A300
"71 Chalfont Avenue, Malahide,  Dublin, K36KR74",775000,4,2,Semi-D,125 m²,2023-12-22, Dublin,K36KR74
"223 The Oaks, Newbridge,  Kildare, W12FK57",320000,4,3,Semi-D,112 m²,2023-12-22, Kildare,W12FK57
"39 Hillside, Bellingsfield, Naas,  Kildare, W91V9R0",525000,4,3,Semi-D,145 m²,2023-12-22, Kildare,W91V9R0
"4 Beresford House, Custom House Square, IFSC, Dublin 1, D01PA89",270000,1,1,Apartment,40 m²,2023-12-22,Dublin,D01PA89
"Tavraun, Ballyhaunis,  Mayo, F35NY53",140000,3,1,Bungalow,93 m²,2023-12-22, Mayo,F35NY53
"14 Loreto Terrace, Grange Road, Rathfarnham, Dublin 14",525000,3,3,Terrace,139 m²,2023-12-22,Dublin,Dublin 14
"32 Shandon Park, Kilkenny,  Kilkenny, R95V5Y0",315000,3,1,Terrace,0.7 ac,2023-12-22, Kilkenny,R95V5Y0
"Sites at Clonkelly, Birr,  Offaly",50000,5,4,Site,0.2 ac,2023-12-22, Offaly, Offaly
"Kinsealy Lane, Kinsealy,  Dublin",335000,2,2,Site,272 m²,2023-12-22, Dublin, Dublin
"Dun Aoibhinn, Dualla Road, Cashel,  Tipperary, E25XT38",660000,2,1,Detached,66 m²,2023-12-22, Tipperary,E25XT38
"2 Rise Mews, The Rise, Glasnevin, Dublin 9, D09K190",465000,2,1,Semi-D,62 m²,2023-12-22,Dublin,D09K190
"24 Brooklawn Wood, Stradbrook Road, Blackrock,  Dublin, A94PE83",485000,3,2,Semi-D,10 m²,2023-12-22, Dublin,A94PE83
"Gaoth Na Mara, Upper Quay, Westport,  Mayo, F28PK24",175000,2,2,Bungalow,93.4 ac,2023-12-22, Mayo,F28PK24
"Apartment 4, Grove House, Foxrock, Dublin 18, D18R634",800000,3,2,Apartment,111 m²,2023-12-22,Dublin,D18R634
"Apartment 32, Christchurch View, Christchurch, Dublin 8, D08YH30",365000,4,1,Apartment,125 m²,2023-12-22,Dublin,D08YH30
"Heron, Burgage Manor, Blessington,  Wicklow, W91RC44",650000,4,2,Detached,224 m²,2023-12-22, Wicklow,W91RC44
"Curraghard, Lisacul, Lisacul,  Roscommon, F45YE33",135000,3,1,Detached,110 m²,2023-12-22, Roscommon,F45YE33
"Carn Na Mbeach, Gortrooskagh, Kenmare,  Kerry, V93N8P2",395000,4,3,Detached,150 m²,2023-12-22, Kerry,V93N8P2
"333 Morell Avenue, Naas,  Kildare, W91W3PP",450000,4,3,Semi-D,215 m²,2023-12-22, Kildare,W91W3PP
"Clongorey Lodge, Clongorey, Newbridge,  Kildare, W12EP03",675000,4,3,Detached,111 m²,2023-12-22, Kildare,W12EP03
"17 Manor Court, Knocknacarra, Knocknacarra,  Galway, H91FP5C",465000,4,2,Semi-D,92 m²,2023-12-22, Galway,H91FP5C
"70 Seanabothair, Blarney,  Cork, T23XE84",325000,3,3,Semi-D,73 m²,2023-12-22, Cork,T23XE84
"Apartment 27, Block 4, The Watermill, Bettyglen, Raheny, Dublin 5, D05RV75",400000,2,2,Apartment,240 m²,2023-12-22,Dublin,D05RV75
"Farnaun, Tuam,  Galway",100000,2,1,Detached,116 m²,2023-12-22, Galway, Galway
"Ballycrovane, Eyeries,  Cork, P75AD65",195000,2,1,Detached,81 m²,2023-12-22, Cork,P75AD65
"3 Hand's Lane, Lusk,  Dublin, K45PT93",720000,5,4,Detached,95 m²,2023-12-22, Dublin,K45PT93
"2 Hawthorn Drive, Crinkle, Birr,  Offaly, R42N678",215000,3,2,Semi-D,109 m²,2023-12-22, Offaly,R42N678
"165 Cluain Dara, Kingscourt,  Cavan, A82R8X6",215000,3,2,Semi-D,154 m²,2023-12-22, Cavan,A82R8X6
"Barrettstown, Knocktopher,  Kilkenny, R95RT10",650000,6,6,Detached,165 m²,2023-12-22, Kilkenny,R95RT10
"Kinnegan, Castleblayney,  Monaghan, A75N966",250000,5,3,Detached,234 m²,2023-12-22, Monaghan,A75N966
"37 The Maples, Bird Avenue, Clonskeagh, Dublin 14, D14RX44",695000,3,2,Semi-D,97 m²,2023-12-22,Dublin,D14RX44
"5 Cedar Place, Cedar Park, Westport,  Mayo, F28YW56",310000,3,2,Semi-D,105 m²,2023-12-22, Mayo,F28YW56
"1 Steeple View, Rathmoyle Road, Abbeyleix,  Laois, R32VX32",395000,4,3,Detached,162 m²,2023-12-22, Laois,R32VX32
"Roseville, 2 Shelbourne Avenue, Ennis Road,  Limerick, V94PX7E",225000,3,1,Semi-D,71 m²,2023-12-22, Limerick,V94PX7E
"23 Seabury Wood, Malahide,  Dublin, K36KF88",550000,3,3,Semi-D,97 m²,2023-12-22, Dublin,K36KF88
"42 Hawthorn Village, Saleen, Castlebar,  Mayo, F23HX62",159500,4,4,Apartment,95 m²,2023-12-22, Mayo,F23HX62
"76 Hawthorn Village, Saleen, Castlebar,  Mayo, F23AD81",125000,2,2,Apartment,64 m²,2023-12-22, Mayo,F23AD81
"10 Woodberry View, Castleredmond, Midleton,  Cork, P25D862",375000,4,3,Semi-D,123 m²,2023-12-22, Cork,P25D862
"Saint Jude's, Elmpark, Clarina,  Limerick, V94D9K4",300000,4,1,Detached,90 m²,2023-12-22, Limerick,V94D9K4
"59 Ballinvoher, Father Russell Road, Dooradoyle,  Limerick, V94KDH7",460000,5,3,Semi-D,168 m²,2023-12-22, Limerick,V94KDH7
"Apartment 30, Pier 19, Dublin 8, D08XY75",295000,2,1,Apartment,54 m²,2023-12-22,Dublin,D08XY75
"5 Brooklodge Square, Glanmire,  Cork, T45VN25",210000,3,1,Terrace,56 m²,2023-12-22, Cork,T45VN25
"7 Skehard Lawn, Skehard Road, Blackrock,  Cork, T12A24E",325000,3,2,Semi-D,96 m²,2023-12-22, Cork,T12A24E
"Laharan, Milltown,  Kerry, V93Y0H9",450000,5,5,Detached,220 m²,2023-12-22, Kerry,V93Y0H9
"39 Roseville Court, Dublin Road, Bray,  Wicklow, A98D112",465000,4,3,Duplex,124 m²,2023-12-22, Wicklow,A98D112
"6 Brambledown, Glenamuck Road, Carrickmines, Dublin 18, D18KD66",950000,4,4,Detached,202 m²,2023-12-22,Dublin,D18KD66
"40 Ashfort, Golf Links Road, Castletroy,  Limerick, V94TC0A",317000,3,2,Semi-D,95 m²,2023-12-22, Limerick,V94TC0A
"14 Beechwood Downs, Clonsilla, Clonsilla, Dublin 15, D15YH6W",280000,2,1,Bungalow,48 m²,2023-12-22,Dublin,D15YH6W
"21 Rathevan Heights, Portlaoise,  Laois, R32ER55",190000,3,3,Apartment,116 m²,2023-12-22, Laois,R32ER55
"35 Lyons Street, Newcastle,  Dublin, D22V095",265000,2,2,Apartment,77 m²,2023-12-22, Dublin,D22V095
"11 Cuanahowan, Tullow,  Carlow, R93AY27",250000,4,3,Detached,250 m²,2023-12-22, Carlow,R93AY27
"Tullycommons, Castlebar,  Mayo, F23X092",480000,5,4,Detached,1.16 ac,2023-12-22, Mayo,F23X092
"Gorthaganny, Castlerea,  Roscommon",45000,3,3,Site,121 m²,2023-12-22, Roscommon, Roscommon
"Annagh, Ballykeeran, Athlone,  Westmeath, N37P526",560000,5,3,Detached,251 m²,2023-12-22, Westmeath,N37P526
"Starshollow, Spawell Road, Wexford Town,  Wexford, Y35FXK4",654000,4,3,Townhouse,132 m²,2023-12-22, Wexford,Y35FXK4
"Carraig Beag, Bocks Middle, Castleblayney,  Monaghan, A75ER25",260000,2,2,Detached,60 m²,2023-12-22, Monaghan,A75ER25
"4 Oranbay Apartments, Oranhill, Oranmore,  Galway, H91D590",229000,2,2,Apartment,48 m²,2023-12-22, Galway,H91D590
"2 Myrtle Street, Phibsborough, Dublin 7, D07Y7P3",345000,3,2,Terrace,112 m²,2023-12-22,Dublin,D07Y7P3
"Laurel Hill, Castleblayney,  Monaghan, A75E429",250000,4,2,Detached,102 m²,2023-12-22, Monaghan,A75E429
"1954 Saint Dominic's Park, Newbridge,  Kildare, W12NT20",335000,3,3,Semi-D,136 m²,2023-12-22, Kildare,W12NT20
"Bluebell Cottage, 7 High Street, Inistioge,  Kilkenny, R95X3E5",340000,4,3,Semi-D,81 m²,2023-12-22, Kilkenny,R95X3E5
"Dún Aitinn, Clonagh, Rhode,  Offaly, R35XY95",350000,3,2,Bungalow,89 m²,2023-12-22, Offaly,R35XY95
"49 Huntstown Rise, Clonsilla, Dublin 15",325000,3,2,Semi-D,100 m²,2023-12-22,Dublin,Dublin 15
"Fatima, 26 Mervue Lawn, Ballyvolane,  Cork, T23TX0K",285000,3,1,Semi-D,102 m²,2023-12-22, Cork,T23TX0K
"Laurel View, Riverstown, Glanmire,  Cork, T45RD90",250000,3,1,Detached,90 m²,2023-12-22, Cork,T45RD90
"14 Strandmill Avenue, Portmarnock,  Dublin, D13E095",535000,3,2,Terrace,105 m²,2023-12-22, Dublin,D13E095
"19 An Tuairín, Tuam,  Galway, H54YX92",200000,3,3,Semi-D,170 m²,2023-12-22, Galway,H54YX92
"3 Ballinamona Park, Tuam,  Galway, H54EH21",160000,4,1,Semi-D,200 m²,2023-12-22, Galway,H54EH21
"57 Saint Declan's Place, Lower Newtown, Waterford City,  Waterford, X91HW0H",525000,5,2,Terrace,189 m²,2023-12-22, Waterford,X91HW0H
"4 Slighe Dhala, Lisbealad, Dunmanway,  Cork, P47DW66",420000,4,4,Detached,56 m²,2023-12-22, Cork,P47DW66
"2 Saint Francis Place, Bishop Street, Limerick City Centre, V94D36K",189000,2,1,Townhouse,100 m²,2023-12-22,Dublin,V94D36K
"Tully School, Tully, Castlerea,  Roscommon",55000,2,2,Detached,89 m²,2023-12-22, Roscommon, Roscommon
"11 Heather Close, Rathfarnham, Dublin 14",595000,4,3,Semi-D,138 m²,2023-12-22,Dublin,Dublin 14
"107 Old Balreask Woods, Navan,  Meath, C15YT7N",415000,4,3,Detached,166 m²,2023-12-22, Meath,C15YT7N
"The Demesne, Frenchpark,  Roscommon, F45D292",325000,4,3,Detached,85 m²,2023-12-22, Roscommon,F45D292
"16 Coolaghknock Avenue, The Plains, Kildare,  Kildare, R51WC86",275000,3,3,Semi-D,244 m²,2023-12-22, Kildare,R51WC86
"128 Terenure Road West, Terenure, Dublin 6, D6WH316",1600000,5,2,Semi-D,81 m²,2023-12-22,Dublin,D6WH316
"1 Cedar Lodge, Farmleigh Woods, Castleknock, Dublin 15, D15Y867",495000,2,2,Apartment,154 m²,2023-12-22,Dublin,D15Y867
"Chaplestown, Tullow Rd, Tullow,  Carlow, R93AV91",425000,4,3,Detached,159 m²,2023-12-22, Carlow,R93AV91
"1.5 acres in Ballyhide, Carlow Town,  Carlow",425000,5,2,Detached,121 m²,2023-12-22, Carlow, Carlow
"Wilton, Gortlandroe, Nenagh,  Tipperary, E45NP03",389950,4,2,Detached,83 m²,2023-12-22, Tipperary,E45NP03
"4 Millbank, Kilbride Road, Blessington,  Wicklow, W91AW97",369000,3,2,Semi-D,120 m²,2023-12-22, Wicklow,W91AW97
"El Rocio, Top Road, Strandhill,  Sligo, F91Y7N9",495000,3,2,Bungalow,150 m²,2023-12-22, Sligo,F91Y7N9
"79 Calderwood Road, Drumcondra, Drumcondra, Dublin 9, D09N2H5",795000,5,2,Terrace,111 m²,2023-12-22,Dublin,D09N2H5
"37 South Bank, Swords,  Dublin, K67NT93",445000,4,1,End of Terrace,120 m²,2023-12-22, Dublin,K67NT93
"Seoidin, Newrath, Waterford, Waterford City,  Waterford, X91D7Y3",275000,4,2,Bungalow,54 m²,2023-12-22, Waterford,X91D7Y3
"25 Gandon Close, Fairgreen, Portlaoise,  Laois, R32HKF1",199000,3,3,Semi-D,92 m²,2023-12-22, Laois,R32HKF1
"1030 Nicholastown, Kilcullen,  Kildare, R56CK38",250000,3,2,Semi-D,62 m²,2023-12-22, Kildare,R56CK38
"Ferrans Lock, Kilcock,  Kildare, W23V0NH",595000,4,4,Detached,165 m²,2023-12-22, Kildare,W23V0NH
"10 Abington, Malahide,  Dublin, K36NP77",2250000,7,8,Detached,430 m²,2023-12-22, Dublin,K36NP77
"35 Alandale Orchard, Ashbourne Avenue, South Circular Road,  Limerick, V94F6C1",279000,4,2,Duplex,108 m²,2023-12-22, Limerick,V94F6C1
"1 Seapoint Terrace, Irishtown, Irishtown, Dublin 4, D04T2F1",830000,4,2,Terrace,149 m²,2023-12-22,Dublin,D04T2F1
"Casa Rota, Casa Rota, Loreto Road, Muckross, Killarney,  Kerry, V93C1KF",495000,5,3,Detached,283 m²,2023-12-22, Kerry,V93C1KF
"Lackan, Portrunny,  Roscommon, F42C798",190000,3,2,Detached,91 m²,2023-12-22, Roscommon,F42C798
"5 Tarmon Manor, Castlerea,  Roscommon, F45P212",400000,5,4,Detached,255 m²,2023-12-22, Roscommon,F45P212
"5 The Alders, Castlejane Woods, Glanmire,  Cork, T45FN22",330000,3,3,Semi-D,90 m²,2023-12-22, Cork,T45FN22
"16 Gleann Dara, Bishop O'Donnell Road, Galway City,  Galway, H91AEP2",400000,4,2,Semi-D,114 m²,2023-12-22, Galway,H91AEP2
"Streamstown, Peterswell,  Galway, H91KR3W",345000,4,1,Detached,164 m²,2023-12-22, Galway,H91KR3W
"Grangeclare West, Kilmeage,  Kildare, W91N4FY",450000,4,2,Detached,118 m²,2023-12-22, Kildare,W91N4FY
"19 Brookfield, Ballyviniter, Mallow,  Cork, P51CD8E",250000,3,3,Semi-D,172 m²,2023-12-22, Cork,P51CD8E
"10 Sandfield, Oakpark, Carlow Town,  Carlow, R93D6R6",550000,5,4,Detached,210 m²,2023-12-22, Carlow,R93D6R6
"Church Road, Moycullen,  Galway, H91DT88",595000,6,4,Detached,199 m²,2023-12-22, Galway,H91DT88
"15 Burnaby Park, Greystones,  Wicklow, A63T181",995000,5,3,Detached,73 m²,2023-12-22, Wicklow,A63T181
"Apartment 28, Addison Hall, Addison Avenue, Glasnevin, Dublin 11, D11F640",375000,2,2,Apartment,64 m²,2023-12-22,Dublin,D11F640
"46 Middletown Valley, Riverchapel, Gorey,  Wexford, Y25P9V6",149000,2,1,Apartment,73 m²,2023-12-22, Wexford,Y25P9V6
"11 Sean Moylan Park, Mallow,  Cork, P51T3KA",220000,3,2,Semi-D,98 m²,2023-12-22, Cork,P51T3KA
"Innisdubh, Rathduff, Grenagh,  Cork, T23D820",280000,4,1,Detached,168 m²,2023-12-22, Cork,T23D820
"11 Newberry Grove, Mallow,  Cork, P51XV4P",299000,4,3,Detached,118 m²,2023-12-22, Cork,P51XV4P
"Crossleigh, Ballyhide, Carlow Town,  Carlow, R93V2W1",650000,5,4,Bungalow,350 m²,2023-12-22, Carlow,R93V2W1
"Apartment 14, Liffey Court, Clane,  Kildare, W91N596",185000,1,1,Apartment,40 m²,2023-12-22, Kildare,W91N596
"79 Botanic Road, Glasnevin, Glasnevin, Dublin 9, D09P9T7",740000,4,2,Terrace,170 m²,2023-12-22,Dublin,D09P9T7
"Millbrook Lodge, Baronstown Lower, Grangecon, Kilcullen,  Kildare, W91N9Y9",550000,4,2,Detached,212 m²,2023-12-22, Kildare,W91N9Y9
"65 Hazel Hill, Hazel Brooke, Mallow,  Cork, P51F10F",340000,3,3,Semi-D,111 m²,2023-12-22, Cork,P51F10F
"23 The Lawn, College Wood, Mallow,  Cork, P51FWX9",270000,4,3,Semi-D,135 m²,2023-12-22, Cork,P51FWX9
"Churchview, Greencastle Road, Moville,  Donegal, F93X2H3",445000,5,3,Detached,265 m²,2023-12-22, Donegal,F93X2H3
"Grallagh, Menlough, Menlough,  Galway, H53YE24",425000,6,5,Detached,316 m²,2023-12-22, Galway,H53YE24
"98 Meath Road, Bray,  Wicklow, A98YY28",1375000,4,2,Detached,220 m²,2023-12-22, Wicklow,A98YY28
"Connaught Street, Athboy,  Meath, C15F795",299000,3,2,Detached,100 m²,2023-12-22, Meath,C15F795
"51 Beneavin Road, Glasnevin, Glasnevin, Dublin 11, D11P9H3",375000,3,1,Terrace,202 m²,2023-12-22,Dublin,D11P9H3
"Bridgeville House, Rathcobican, Rhode,  Offaly, R35EK68",395000,4,3,Detached,110 m²,2023-12-22, Offaly,R35EK68
"22 Windsor Avenue, Fairview, Fairview, Dublin 3, D03A5V2",550000,3,2,Terrace,103 m²,2023-12-22,Dublin,D03A5V2
"2 Croke Street, Thurles,  Tipperary, E41XA34",129000,2,1,Terrace,102 m²,2023-12-22, Tipperary,E41XA34
"10 Father Delahunty Terrace, Old Callan Road, Kilkenny,  Kilkenny, R95C9CN",220000,3,1,Terrace,98 m²,2023-12-22, Kilkenny,R95C9CN
"4 Priory Grove, Kells,  Kilkenny, R95VY05",485000,4,3,Detached,180 m²,2023-12-22, Kilkenny,R95VY05
"6 Oakfield, College Wood, Mallow,  Cork, P51YW0V",249000,3,3,Semi-D,105 m²,2023-12-22, Cork,P51YW0V
"93 Waterloo Lane, Ballsbridge, Dublin 4, D04C4A3",1495000,3,3,Semi-D,112 m²,2023-12-22,Dublin,D04C4A3
"The Willows, 72 Willow Park Grove, Glasnevin, Dublin 11, D11NP78",595000,5,2,Semi-D,165 m²,2023-12-22,Dublin,D11NP78
"Benson's Cottage, Church View, Adare,  Limerick, V94E3C4",599000,2,1,Townhouse,90 m²,2023-12-22, Limerick,V94E3C4
"2 Glenview, Gorey Road, Carnew,  Wicklow, Y14T209",310000,3,2,Detached,110 m²,2023-12-22, Wicklow,Y14T209
"4 The Boyne, Riversdale, Rathcormac,  Cork, P61K660",229000,2,2,Terrace,74 m²,2023-12-22, Cork,P61K660
"40 Tuairin, Roscam, Roscam,  Galway, H91HA2P",450000,4,3,Semi-D,135 m²,2023-12-22, Galway,H91HA2P
"8 Slí Na Coille, Cappagh Road, Barna,  Galway, H91PT7W",375000,3,3,Terrace,98 m²,2023-12-22, Galway,H91PT7W
"68 Wellesley Manor, Newbridge,  Kildare, W12XA71",465000,5,3,Detached,41 m²,2023-12-22, Kildare,W12XA71
"8 Villa Blanchard, Blanchardstown, Dublin 15, D15Y264",230000,1,1,Apartment,121 m²,2023-12-22,Dublin,D15Y264
"Cooloo, Moylough,  Galway, H53NX70",295000,4,2,Detached,96 m²,2023-12-22, Galway,H53NX70
"Curragh, Geashill,  Offaly, R35EV24",230000,3,1,Semi-D,95 m²,2023-12-22, Offaly,R35EV24
"131 College Road, Galway City Centre, H91AW0D",350000,3,2,End of Terrace,91 m²,2023-12-22,Dublin,H91AW0D
"114 Clochrán, Kilcloghans, Tuam,  Galway, H54HX79",220000,3,3,Terrace,167 m²,2023-12-22, Galway,H54HX79
"Killurly, Ballinskelligs,  Kerry, V23NP90",230000,3,1,Detached,95 m²,2023-12-22, Kerry,V23NP90
"13 Beech View, Churchfield, Mallow,  Cork, P51P6E4",220000,3,3,Semi-D,121 m²,2023-12-22, Cork,P51P6E4
"113 Palace Fields, Tuam,  Galway, H54XF95",275000,4,3,Semi-D,120 m²,2023-12-22, Galway,H54XF95
"Barfan Lodge, Barrack Road, Mitchelstown,  Cork, P67VH68",320000,3,2,Detached,80 m²,2023-12-22, Cork,P67VH68
"100 Walsh Road, Drumcondra, Drumcondra, Dublin 9, D09F8N9",495000,3,2,Terrace,117 m²,2023-12-22,Dublin,D09F8N9
"Apartment 10, Le Bret Terrace, Rathfarnham Gate, Rathfarnham, Dublin 14, D14PN77",495000,3,2,Duplex,79 m²,2023-12-22,Dublin,D14PN77
"4 Abbey Court, Abbeygate Street Upper, Galway City,  Galway, H91WYR5",295000,3,3,Duplex,142 m²,2023-12-22, Galway,H91WYR5
"15 Pontoon Drive, Pontoon Road, Castlebar,  Mayo, F23TW86",385000,4,2,Bungalow,115 m²,2023-12-22, Mayo,F23TW86
"1 Liffey Grove, Lucan,  Dublin, K78AX86",545000,4,3,Detached,260 m²,2023-12-22, Dublin,K78AX86
"Caladh House, 3 Rathmichael Haven, Ferndale Road, Rathmichael,  Dublin, D18YR62",1555000,5,5,Detached,234 m²,2023-12-22, Dublin,D18YR62
"180 Ballygall Road East, Glasnevin, Dublin 11, D11A436",375000,2,1,Detached,109 m²,2023-12-22,Dublin,D11A436
"Loxley, 10 Carrickmines Little, Foxrock, Dublin 18, D18R755",1595000,4,3,Detached,134 m²,2023-12-22,Dublin,D18R755
"Cashelfean 2, Cashelfean Holiday Homes, Durrus,  Cork, P75CP73",675000,3,2,Detached,75 m²,2023-12-22, Cork,P75CP73
"192 Boíreann Bheag, Roscam, Roscam,  Galway, H91KW5R",389000,4,3,End of Terrace,125 m²,2023-12-22, Galway,H91KW5R
"17 Merville Avenue, Fairview, Dublin 3, D03C2F5",405000,3,1,Terrace,96 m²,2023-12-22,Dublin,D03C2F5
