year,category,motivation,prizeShare,laureateID,fullName,gender,born,bornCountry,bornCity,Yearborn,age,organizationName,organizationCountry,organizationCity
2011,medicine,for their discoveries concerning the activation of innate immunity,4,862,Jules A. Hoffmann,male,1941-8-2,Luxembourg,Echternach,1941,70,University of Strasbourg,France,Strasbourg
2011,medicine,for their discoveries concerning the activation of innate immunity,4,861,Bruce A. Beutler,male,1957-12-29,USA,Chicago IL,1957,54,University of Texas Southwestern Medical Center at Dallas,USA,Dallas TX
2010,economics,for their analysis of markets with search frictions,3,858,Christopher A. Pissarides,male,1948-2-20,Cyprus,Nicosia,1948,62,London School of Economics and Political Science,United Kingdom,London
2010,economics,for their analysis of markets with search frictions,3,857,Dale T. Mortensen,male,1939-2-2,USA,Enterprise OR,1939,71,Northwestern University,USA,Evanston IL
2010,economics,for their analysis of markets with search frictions,3,856,Peter A. Diamond,male,1940-4-29,USA,New York NY,1940,70,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
2010,peace,for his long and non-violent struggle for fundamental human rights in China,1,855,Xiaobo Liu,male,1955-12-28,China,Changchun,1955,55,,,
2010,literature,for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat,1,854,Mario Vargas Llosa,male,1936-3-28,Peru,Arequipa,1936,74,,,
2010,chemistry,for palladium-catalyzed cross couplings in organic synthesis,3,853,Akira Suzuki,male,1930-9-12,Japan,Mukawa,1930,80,Hokkaido University,Japan,Sapporo
2010,chemistry,for palladium-catalyzed cross couplings in organic synthesis,3,852,Ei-ichi Negishi,male,1935-7-14,China,Changchun,1935,75,Purdue University,USA,West Lafayette IN
2010,chemistry,for palladium-catalyzed cross couplings in organic synthesis,3,851,Richard F. Heck,male,1931-8-15,USA,Springfield MA,1931,79,University of Delaware,USA,
2010,physics,for groundbreaking experiments regarding the two-dimensional material graphene,2,850,Konstantin Novoselov,male,1974-8-23,Russia,Nizhny Tagil,1974,36,University of Manchester,United Kingdom,Manchester
2010,physics,for groundbreaking experiments regarding the two-dimensional material graphene,2,849,Andre Geim,male,1958-10-21,Russia,Sochi,1958,52,University of Manchester,United Kingdom,Manchester
2010,medicine,for the development of in vitro fertilization,1,848,Robert G. Edwards,male,1925-9-27,United Kingdom,Batley,1925,85,University of Cambridge,United Kingdom,Cambridge
2009,literature,who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed,1,844,Herta Muller,female,1953-8-17,Romania,Nitzkydorf Banat,1953,56,,,
2009,economics,for his analysis of economic governance especially the boundaries of the firm,2,847,Oliver E. Williamson,male,1932-9-27,USA,Superior WI,1932,77,University of California,USA,Berkeley CA
2009,economics,for her analysis of economic governance especially the commons,2,846,Elinor Ostrom,female,1933-8-7,USA,Los Angeles CA,1933,76,Indiana University,USA,Bloomington IN
2009,peace,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,1,845,Barack Obama,male,1961-8-4,USA,Honolulu HI,1961,48,,,
2009,chemistry,for studies of the structure and function of the ribosome,3,843,Ada E. Yonath,female,1939-6-22,Israel,Jerusalem,1939,70,Weizmann Institute of Science,Israel,Rehovot
2009,chemistry,for studies of the structure and function of the ribosome,3,842,Thomas A. Steitz,male,1940-8-23,USA,Milwaukee WI,1940,69,Yale University,USA,New Haven CT
2009,chemistry,for studies of the structure and function of the ribosome,3,841,Venkatraman Ramakrishnan,male,1952-00-00,India,Chidambaram Tamil Nadu,1952,57,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge
2009,physics,for the invention of an imaging semiconductor circuit - the CCD sensor,4,840,George E. Smith,male,1930-5-10,USA,White Plains NY,1930,79,Bell Laboratories,USA,Murray Hill NJ
2009,physics,for the invention of an imaging semiconductor circuit - the CCD sensor,4,839,Willard S. Boyle,male,1924-8-19,Canada,Amherst NS,1924,85,Bell Laboratories,USA,Murray Hill NJ
2009,physics,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,2,838,Charles K. Kao,male,1933-11-4,China,Shanghai,1933,76,Standard Telecommunication Laboratories,United Kingdom,Harlow
2009,medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,3,837,Jack W. Szostak,male,1952-11-9,United Kingdom,London,1952,57,Harvard Medical School,USA,Boston MA
2009,medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,3,836,Carol W. Greider,female,1961-4-15,USA,San Diego CA,1961,48,Johns Hopkins University School of Medicine,USA,Baltimore MD
2009,medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,3,835,Elizabeth H. Blackburn,female,1948-11-26,Australia,Hobart Tasmania,1948,61,University of California,USA,San Francisco CA
2008,economics,for his analysis of trade patterns and location of economic activity,1,834,Paul Krugman,male,1953-2-28,USA,New York NY,1953,55,Princeton University,USA,Princeton NJ
2008,peace,for his important efforts on several continents and over more than three decades to resolve international conflicts,1,833,Martti Ahtisaari,male,1937-6-23,Finland,Vyborg,1937,71,,,
2008,literature,author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization,1,832,Jean Marie Gustave Le Clezio,male,1940-4-13,France,Nice,1940,68,,,
2008,chemistry,for the discovery and development of the green fluorescent protein GFP,3,831,Roger Y. Tsien,male,1952-2-1,USA,New York NY,1952,56,University of California,USA,San Diego CA
2008,chemistry,for the discovery and development of the green fluorescent protein GFP,3,830,Martin Chalfie,male,1947-1-15,USA,Chicago IL,1947,61,Columbia University,USA,New York NY
2008,chemistry,for the discovery and development of the green fluorescent protein GFP,3,829,Osamu Shimomura,male,1928-8-27,Japan,Kyoto,1928,80,Marine Biological Laboratory (MBL),USA,Woods Hole MA
2008,physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,4,828,Toshihide Maskawa,male,1940-2-7,Japan,Nagoya,1940,68,Kyoto Sangyo University,Japan,Kyoto
2008,physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,4,827,Makoto Kobayashi,male,1944-4-7,Japan,Nagoya,1944,64,High Energy Accelerator Research Organization (KEK),Japan,Tsukuba
2008,physics,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,2,826,Yoichiro Nambu,male,1921-1-18,Japan,Tokyo,1921,87,Enrico Fermi Institute University of Chicago,USA,Chicago IL
2008,medicine,for their discovery of human immunodeficiency virus,4,825,Luc Montagnier,male,1932-8-18,France,Chabris,1932,76,World Foundation for AIDS Research and Prevention,France,Paris
2008,medicine,for their discovery of human immunodeficiency virus,4,824,Franoise Barr-Sinoussi,female,1947-7-30,France,Paris,1947,61,Regulation of Retroviral Infections Unit Virology Department Institut Pasteur,France,Paris
2008,medicine,for his discovery of human papilloma viruses causing cervical cancer,2,823,Harald zur Hausen,male,1936-3-11,Germany,Gelsenkirchen,1936,72,German Cancer Research Center,Germany,Heidelberg
2007,physics,for the discovery of Giant Magnetoresistance,2,815,Peter Grnberg,male,1939-5-18,Czech Republic,Plzen,1939,68,Forschungszentrum Julich,Germany,Julich
2007,physics,for the discovery of Giant Magnetoresistance,2,814,Albert Fert,male,1938-3-7,France,Carcassonne,1938,69,Paris-Sud University,France,Orsay
2007,economics,for having laid the foundations of mechanism design theory,3,822,Roger B. Myerson,male,1951-3-29,USA,Boston MA,1951,56,University of Chicago,USA,Chicago IL
2007,economics,for having laid the foundations of mechanism design theory,3,821,Eric S. Maskin,male,1950-12-12,USA,New York NY,1950,57,Institute for Advanced Study,USA,Princeton NJ
2007,economics,for having laid the foundations of mechanism design theory,3,820,Leonid Hurwicz,male,1917-8-21,Russia,Moscow,1917,90,University of Minnesota,USA,Minneapolis MN
2007,peace,for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change,2,819,Al Gore,male,1948-3-31,USA,Washington D.C.,1948,59,,,
2007,peace,for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change,2,818,Intergovernmental Panel on Climate Change ,org,1988-00-00,,,1988,19,,,
2007,literature,that epicist of the female experience who with scepticism fire and visionary power has subjected a divided civilisation to scrutiny,1,817,Doris Lessing,female,1919-10-22,Iran,Kermanshah,1919,88,,,
2007,chemistry,for his studies of chemical processes on solid surfaces,1,816,Gerhard Ertl,male,1936-10-10,Germany,Bad Cannstatt,1936,71,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Germany,Berlin
2007,medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,3,813,Oliver Smithies,male,1925-6-23,United Kingdom,Halifax,1925,82,University of North Carolina,USA,Chapel Hill NC
2007,medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,3,812,Sir Martin J. Evans,male,1941-1-1,United Kingdom,Stroud,1941,66,Cardiff University,United Kingdom,Cardiff
2007,medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,3,811,Mario R. Capecchi,male,1937-10-6,Italy,Verona,1937,70,University of Utah,USA,Salt Lake City UT
2006,peace,for their efforts to create economic and social development from below,2,810,Grameen Bank ,org,1976-00-00,,,1976,30,,,
2006,peace,for their efforts to create economic and social development from below,2,809,Muhammad Yunus,male,1940-6-28,Bangladesh,Chittagong,1940,66,,,
2006,literature,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures,1,808,Orhan Pamuk,male,1952-6-7,Turkey,Istanbul,1952,54,,,
2006,economics,for his analysis of intertemporal tradeoffs in macroeconomic policy,1,807,Edmund S. Phelps,male,1933-7-26,USA,Evanston IL,1933,73,Columbia University,USA,New York NY
2006,chemistry,for his studies of the molecular basis of eukaryotic transcription,1,806,Roger D. Kornberg,male,1947-4-24,USA,St. Louis MO,1947,59,Stanford University,USA,Stanford CA
2006,physics,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,2,805,George F. Smoot,male,1945-2-20,USA,Yukon FL,1945,61,University of California,USA,Berkeley CA
2006,physics,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,2,804,John C. Mather,male,1946-8-7,USA,Roanoke VA,1946,60,NASA Goddard Space Flight Center,USA,Greenbelt MD
2006,medicine,for their discovery of RNA interference - gene silencing by double-stranded RNA,2,803,Craig C. Mello,male,1960-10-18,USA,New Haven CT,1960,46,University of Massachusetts Medical School,USA,Worcester MA
2006,medicine,for their discovery of RNA interference - gene silencing by double-stranded RNA,2,802,Andrew Z. Fire,male,1959-4-27,USA,Stanford CA,1959,47,Stanford University School of Medicine,USA,Stanford CA
2005,chemistry,for the development of the metathesis method in organic synthesis,3,794,Yves Chauvin,male,1930-10-10,Belgium,Menin,1930,75,French Institute of Petroleum,France,Rueil-Malmaison
2005,literature,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms,1,801,Harold Pinter,male,1930-10-10,United Kingdom,London,1930,75,,,
2005,economics,for having enhanced our understanding of conflict and cooperation through game-theory analysis,2,800,Thomas C. Schelling,male,1921-4-14,USA,Oakland CA,1921,84,University of Maryland Department of Economics and School of Public Policy,USA,College Park MD
2005,economics,for having enhanced our understanding of conflict and cooperation through game-theory analysis,2,799,Robert J. Aumann,male,1930-6-8,Germany,Frankfurt-on-the-Main,1930,75,University of Jerusalem Center for RationalityHebrew,Israel,Jerusalem
2005,peace,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,2,798,Mohamed ElBaradei,male,1942-6-17,Egypt,Cairo,1942,63,,,
